atpm_bound,gene_id,n_gpr_rxns,n_changed,b_wt,b_ko,delta_b,y_essential,kV
60.0,b0071,2,408,0.3983895354016885,0.0,0.3983895354016885,1,3558.8931628485484
60.0,b3671,2,408,0.3983895354016885,0.0,0.3983895354016885,1,3558.8931628485484
60.0,b3670,2,408,0.3983895354016885,0.0,0.3983895354016885,1,3558.89316284836
60.0,b0078,2,408,0.3983895354016885,0.0,0.3983895354016885,1,3558.89316284836
60.0,b0077,2,408,0.3983895354016885,0.0,0.3983895354016885,1,3558.89316284836
60.0,b0908,1,408,0.3983895354016885,0.0,0.3983895354016885,1,3558.89316284836
60.0,b1264,1,408,0.3983895354016885,-5.044297844516176e-30,0.3983895354016885,1,3558.893162848444
60.0,b1263,2,408,0.3983895354016885,0.0,0.3983895354016885,1,3558.893162848535
60.0,b2599,2,408,0.3983895354016885,0.0,0.3983895354016885,1,3558.893162848535
60.0,b2600,2,408,0.3983895354016885,0.0,0.3983895354016885,1,3558.8931628482915
60.0,b2329,1,408,0.3983895354016885,0.0,0.3983895354016885,1,3558.8931628482915
