rxn,v_plain,v_canon
ASPt2pp_copy1,0.0,0.0
ASPt2pp_copy2,-0.0,-0.0
ASPtex,-0.0,-0.0
ASR,-0.0,-0.0
AST,-0.0,-0.0
ATHRDHr,-0.0,-0.0
ATPHs,0.0,0.0
ATPM,3.15,3.15
ATPPRT,0.014746591121349852,0.014746591026611851
ATPS4rpp,14.474750062513888,10.883004499227072
BALAt2pp,0.0,-0.0
BALAtex,-0.0,-0.0
BETALDHx,0.0,0.0
BETALDHy,0.0,-0.0
BMOCOS,1.899010024282423e-05,1.899010012082423e-05
BMOGDS1,1.8990100242824227e-05,1.899010012082423e-05
BMOGDS2,1.8990100242824227e-05,1.899010012082423e-05
BPNT,0.03858290268351895,0.03858290243564707
BSORx,-0.0,-0.0
BSORy,0.0,0.0
BTNt2ipp,0.0,-0.0
BTNtex,-0.0,-0.0
BTS5,3.113131187348234e-07,3.113131167348234e-07
BUTCT,0.0,-0.0
BUTSO3abcpp,-0.0,-0.0
BUTSO3tex,-0.0,-0.0
BUTt2rpp,-0.0,-0.0
BUTtex,-0.0,-0.0
BWCOGDS1,-0.0,-0.0
BWCOGDS2,-0.0,-0.0
BWCOS,0.0,0.0
CA2t3pp,999.9991898076084,0.0
CA2tex,0.0008101923915546649,0.000810192386302378
CADVtpp,0.0,0.0
CAT,0.0,0.0
CAt6pp,-1000.0,-0.000810192386302378
CBIAT,-0.0,-0.0
CBItonex,0.0,0.0
CBIuabcpp,-0.0,-0.0
CBL1abcpp,0.0,0.0
CBL1tonex,-0.0,-0.0
CBLAT,-0.0,-0.0
CBMD,-0.0,-0.0
CBMKr,0.0975323765643484,0.0975323759377614
CBPS,0.0,0.0
CCGS,0.0,0.0
CD2abcpp,0.0,0.0
CD2t3pp,0.0,0.0
CD2tex,-0.0,-0.0
CD2tpp,0.0,0.0
CDAPPA120,-0.0,-0.0
CDAPPA140,-0.0,-0.0
CDAPPA141,0.0,-0.0
CDAPPA160,0.0,0.0
CDAPPA161,0.0,0.0
CDAPPA180,-0.0,-0.0
CDAPPA181,-0.0,-0.0
CDGR,-0.0,-0.0
CDGS,-0.0,-0.0
CDPMEK,0.0003718635203287506,0.00037186351793974285
CFAS160E,0.0,0.0
CFAS160G,0.0,0.0
CFAS180E,0.0,0.0
CFAS180G,0.0,0.0
CGLYabcpp,0.0,-0.0
CGLYtex,-0.0,-0.0
CHLabcpp,0.0,0.0
CHLt2pp,-0.0,-0.0
CHLtex,-0.0,-0.0
CHOLD,0.0,0.0
CHORM,0.05033684079447108,0.050336840471087066
CHORS,0.0593236722495486,0.05932367186842958
CHRPL,3.4711412738932814e-05,3.471141251593281e-05
CHTBSptspp,-0.0,-0.0
CHTBStex,-0.0,-0.0
CINNDO,0.0,-0.0
CITL,0.0,0.0
CITt3pp,0.0,0.0
CITt7pp,-0.0,-0.0
CITtex,-0.0,-0.0
CLIPAabctex,-0.0,-0.0
CLPNH120pp,-0.0,0.0
CLPNH140pp,-0.0,0.0
CLPNH141pp,0.0,0.0
CLPNH160pp,-0.0,-0.0
CLPNH161pp,-0.0,-0.0
CLPNH180pp,-0.0,0.0
CLPNH181pp,-0.0,0.0
CLPNS120pp,-0.0,-0.0
CLPNS140pp,-0.0,-0.0
CLPNS141pp,-0.0,-0.0
CLPNS160pp,-0.0,-0.0
CLPNS161pp,-0.0,-0.0
CLPNS180pp,-0.0,-0.0
CLPNS181pp,-0.0,-0.0
CLt3_2pp,0.000405096195753689,0.000405096193151189
CLtex,0.000810192391507378,0.000810192386302378
CMPN,0.0,0.0
CMPtex,-0.0,-0.0
CMtex,-0.0,-0.0
CMtpp,0.0,0.0
CO2tex,-5.262140107214161,-3.7462490762380587
CO2tpp,-4.198467810720271,-3.7462490762380587
COBALT2abcpp,0.0,0.0
COBALT2t3pp,0.0,0.0
COBALT2tex,3.891413984185293e-06,3.891413959185293e-06
COBALT2tpp,3.891413984185293e-06,3.891413959185293e-06
COLIPAKpp,-0.0,-0.0
COLIPAPabctex,0.0,0.0
COLIPAabcpp,-0.0,-0.0
COLIPAabctex,0.0,0.0
CPGNR1,0.0,0.0
CPGNR2,-0.0,0.0
CPGNR3,0.0,0.0
CPGNUtex,-0.0,-0.0
CPGNUtpp,0.0,0.0
CPGNabcpp,-0.0,-0.0
CPGNexs,-0.0,-0.0
CPGNtonex,-0.0,-0.0
CPH4S,-0.0,-0.0
CPMPS,3.798020048564846e-05,3.798020024164846e-05
CPPPGO,3.4711412738932814e-05,3.471141251593281e-05
CPPPGO2,0.0,0.0
CRNBTCT,-0.0,-0.0
CRNCAL2,0.0,0.0
CRNCAR,-0.0,-0.0
CRNCBCT,-0.0,-0.0
CRNCDH,-0.0,-0.0
CRNDCAL2,0.0,0.0
CRNDabcpp,0.0,0.0
CRNDt2rpp,-0.0,-0.0
CRNDtex,-0.0,-0.0
CRNabcpp,0.0,0.0
CRNt2rpp,-0.0,-0.0
CRNt7pp,0.0,-0.0
CRNt8pp,0.0,-0.0
CRNtex,-0.0,-0.0
CS,0.6280041715956942,0.9849268020904933
CSND,-0.0,-0.0
CSNt2pp,0.0,-0.0
CSNtex,-0.0,-0.0
CTBTCAL2,0.0,0.0
CTBTabcpp,0.0,0.0
CTBTt2rpp,-0.0,-0.0
CTECOAI6,-0.0,-0.0
CTECOAI7,-0.023415104912521013,-0.02341510476209301
CTECOAI8,-0.0,-0.0
CTPS2,0.024986769192453767,0.024986769031928768
CU1Opp,0.0,-0.0
CU1abcpp,-0.0,-0.0
CU2abcpp,0.0,0.0
CU2tex,0.0001103605005914949,0.00011036049988249487
CU2tpp,0.0001103605005914949,0.00011036049988249487
CUt3,0.0,-0.0
CUtex,-0.0,-0.0
CYANST,-0.0,-0.0
CYANSTpp,0.0,0.0
CYANtex,-0.0,-0.0
CYNTAH,0.0,-0.0
CYNTt2pp,-0.0,-0.0
CYNTtex,-0.0,-0.0
CYSDDS,-0.0,-0.0
CYSDS,0.0,0.0
CYSDabcpp,0.0,-0.0
CYSDtex,-0.0,-0.0
CYSS,0.03858290268351895,0.03858290243564707
CYSSADS,0.0,-0.0
CYSTL,0.023957256708797704,0.023957256554886702
CYSTRS,0.0,0.0
CYSabc2pp,0.0,0.0
CYSabcpp,-0.0,-0.0
CYStex,-0.0,-0.0
CYStpp,0.0,0.0
CYTBD2pp,5.620416257765955,0.0
CYTBDpp,0.0,0.0
CYTBO3_4pp,12.296195616564514,6.826865724151698
CYTD,0.0,0.0
CYTDH,0.0,0.0
CYTDK2,-0.0,-0.0
CYTDt2pp_copy1,0.0,0.0
CYTDt2pp_copy2,-0.0,-0.0
CYTDtex,-0.0,-0.0
CYTK1,0.028159049872361494,0.028159049691456616
CYTK2,-0.0,-0.0
D_LACt2pp,-0.0,-0.0
D_LACtex,-0.0,-0.0
DAAD,0.3402481165556316,0.0
DADA,0.0,0.0
DADK,-0.0,-0.0
DADNt2pp,0.0,-0.0
DADNtex,-0.0,-0.0
DAGK120,0.0,0.0
DAGK140,-0.0,0.0
DAGK141,0.0,0.0
DAGK160,0.0,-0.0
DAGK161,-0.0,-0.0
DAGK180,0.0,0.0
DAGK181,0.0,0.0
DALAt2pp,0.0021626922358508184,0.0021626922219568183
DALAtex,-0.0,-0.0
DAMPtex,-0.0,-0.0
DAPAL,0.0,-0.0
DAPDC,0.05341526056908037,0.05341526022591937
DAPE,0.05774064504078201,0.05774064466983301
DAPabcpp,0.0,-0.0
DAPtex,-0.0,-0.0
DASYN120,0.0,0.0
DASYN140,0.0,0.0
DASYN141,0.0,0.0
DASYN160,0.00993306767947201,0.009933067615658011
DASYN161,0.011707552456260505,0.011707552381046505
DASYN180,0.0,0.0
DASYN181,0.0,0.0
DATPHs,-0.0,-0.0
DB4PS,0.00013884565095570402,0.00013884565006372742
DBTS,3.113131187348234e-07,3.113131167348234e-07
DC6PH,0.0,-0.0
DCAtex,-0.0,-0.0
DCMPtex,-0.0,-0.0
DCTPD,0.0,0.0
DCYTD,0.0,0.0
DCYTt2pp,0.0,-0.0
DCYTtex,-0.0,-0.0
DDCAtexi,0.0,-0.0
DDGALK,0.0,0.0
DDGLCNt2rpp,-0.0,-0.0
DDGLCNtex,-0.0,-0.0
DDGLK,0.0,-0.0
DDPA,0.0593236722495486,0.05932367186842958
DDPGALA,-0.0,-0.0
DGK1,-0.0,-0.0
DGMPtex,-0.0,-0.0
DGSNt2pp,0.0,-0.0
DGSNtex,-0.0,-0.0
DHACOAH,-0.0,-0.0
DHAD1,0.13608570450158758,0.13608570362731867
DHAD2,0.04522274453645475,0.045222744245925754
DHAPT,0.0,0.3080004859527976
DHAtex,-0.0,-0.0
DHAtpp,-0.0,-0.0
DHBD,-0.0,-0.0
DHBS,0.0,0.0
DHBSH,-0.0,-0.0
DHCIND,-0.0,-0.0
DHCINDO,-0.0,-0.0
DHDPRy,0.05774064504078201,0.05774064466983301
DHDPS,0.05774064504078201,0.05774064466983301
DHFR,0.0041770437706245556,0.004177043743789495
DHFS,0.00010413423821679924,0.00010413423754780052
DHMPTR,0.0,0.0
DHNAOT4,0.0,0.0
DHNCOAS,-0.0,-0.0
DHNCOAT,-0.0,-0.0
DHNPA2r,0.00010413423821679924,0.00010413423754780052
DHNPTE,-0.0,-0.0
DHORD2,0.05149041155594296,0.051490411225147956
DHORD5,0.0,0.0
DHORDfum,0.0,0.0
DHORTS,-0.05149041155594296,-0.051490411225147956
DHPPD,-0.0,-0.0
DHPPDA2,6.942282547785201e-05,6.942282503186371e-05
DHPS2,0.00010413423821679924,0.00010413423754780052
DHPTDCs2,6.973413859660046e-05,6.973413814860045e-05
DHPTDNR,0.0,0.0
DHPTDNRN,0.0,0.0
DHPTPE,-0.0,-0.0
DHQS,0.0593236722495486,0.05932367186842958
DHQTi,0.0593236722495486,0.05932367186842958
DIMPtex,-0.0,-0.0
DINSt2pp,0.0,-0.0
DINStex,-0.0,-0.0
DKGLCNR1,0.0,0.0
DKGLCNR2x,0.0,0.0
DKGLCNR2y,0.0,0.0
DMATT,4.327252350414082e-05,4.327252322614012e-05
DMPPS,0.0,4.327252322614012e-05
DMQMT,-0.0,-0.0
DMSOR1,-0.0,-0.0
DMSOR1pp,0.0,0.0
DMSOR2,0.0,0.0
DMSOR2pp,0.0,0.0
DMSOtex,-0.0,-0.0
DMSOtpp,-0.0,-0.0
DMStex,-0.0,-0.0
DNMPPA,0.00010413423821679924,0.00010413423754780052
DNTPPA,0.00010413423821679924,0.00010413423754780052
DOGULNR,0.0,0.0
DOPAtex,-0.0,-0.0
DOXRBCNtex,-0.0,-0.0
DOXRBCNtpp,0.0,0.0
DPCOAK,8.965817819550637e-05,8.965817761963368e-05
DPR,8.965817819550637e-05,8.965817761963368e-05
DRPA,0.0,0.0
DSBAO1,-0.0,-0.0
DSBAO2,0.0,0.0
DSBCGT,-0.0,-0.0
DSBDR,0.0,0.0
DSBGGT,-0.0,-0.0
DSERDHr,-0.0,-0.0
DSERt2pp,0.0,-0.0
DSERtex,-0.0,-0.0
DTARTD,0.0,-0.0
DTMPK,0.004072909532407695,0.004072909506241695
DTMPtex,-0.0,-0.0
DUMPtex,-0.0,-0.0
DURADx,-0.0,-0.0
DURIK1,-0.0,-0.0
DURIPP,-0.0,-0.0
DURIt2pp,0.0,-0.0
DURItex,-0.0,-0.0
DUTPDP,0.004072909532407695,0.004072909506241695
DXPRIi,0.0003718635203287506,0.00037186351793974285
DXPS,0.00044128634580661624,0.00044128634297160846
DXYLK,0.0,-0.0
E4PD,3.4711412738932814e-05,3.471141251593281e-05
EAR100x,-0.0,-0.0
EAR100y,0.0,0.0
EAR120x,-0.0,-0.0
EAR120y,0.0,0.0
EAR121x,0.0,0.0
EAR121y,0.0,0.0
EAR140x,0.0,0.0
EAR140y,0.0,0.0
EAR141x,-0.0,-0.0
EAR141y,0.0,0.0
EAR160x,0.0,-0.0
EAR160y,0.0,0.0
EAR161x,0.0,-0.0
EAR161y,0.0,0.0
EAR180x,0.0,0.0
EAR180y,0.0,0.0
EAR181x,0.0,0.0
EAR181y,0.0,0.0
EAR40x,-0.0,0.0
EAR40y,0.0,0.0
EAR60x,-0.0,-0.0
EAR60y,0.0,0.0
EAR80x,-0.0,-0.0
EAR80y,0.0,0.0
ECA4COLIPAabctex,-0.0,-0.0
ECA4OALpp,-0.0,-0.0
ECAP1pp,-0.0,-0.0
ECAP2pp,-0.0,-0.0
ECAP3pp,-0.0,-0.0
ECAtpp,-0.0,-0.0
ECOAH1,0.05539505634767448,0.055395055991794485
ECOAH2,0.05539505634767448,0.055395055991794485
ECOAH3,0.05539505634767448,0.055395055991794485
ECOAH4,0.05539505634767448,0.055395055991794485
ECOAH5,0.05539505634767448,0.055395055991794485
ECOAH6,0.04328124027146503,0.043281239993409035
ECOAH7,0.04328124027146503,0.043281239993409035
ECOAH8,-0.0,-0.0
EDA,0.0,0.0
EDD,-0.0,-0.0
EDTXS1,-0.0,-0.0
EDTXS2,-0.0,-0.0
EDTXS3,-0.0,-0.0
EDTXS4,-0.0,-0.0
EGMEACPR,3.1131311873482346e-07,3.113131167348234e-07
ENLIPAabctex,0.0,0.0
ENO,2.1695797272896566,2.6171841230281654
ENTCS,-0.0,-0.0
ENTERES,0.0,0.0
ENTERES2,0.0,0.0
EPMEACPR,3.1131311873482346e-07,3.113131167348234e-07
ETHAAL,-0.0,-0.0
ETHAt2pp,-0.0,-0.0
ETHAtex,-0.0,-0.0
ETHSO3abcpp,-0.0,-0.0
ETHSO3tex,-0.0,-0.0
ETOHtex,-0.0,-0.0
ETOHtrpp,-0.0,-0.0
F6PA,-0.0,0.3080004859527976
F6PP,0.0,0.0
F6Pt6_2pp,0.0,-0.0
F6Ptex,-0.0,-0.0
FA100ACPHi,0.0,0.0
FA120ACPHi,0.0,0.0
FA140ACPHi,0.0,0.0
FA141ACPHi,0.0,0.0
FA160ACPHi,0.0,0.0
FA161ACPHi,0.0,0.0
FA80ACPHi,-0.0,0.0
FACOAE100,0.0,0.0
FACOAE120,0.01211381607620945,0.012113815998385449
FACOAE140,-0.0,0.0
FACOAE141,0.0,0.0
FACOAE160,0.01986613535894402,0.019866135231316022
FACOAE161,0.023415104912521013,0.02341510476209301
FACOAE180,-0.0,0.0
FACOAE181,0.0,0.0
FACOAE60,0.0,0.0
FACOAE80,0.0,0.0
FACOAL100t2pp,0.0,-0.0
FACOAL120t2pp,-0.0,-0.0
FACOAL140t2pp,-0.0,-0.0
FACOAL141t2pp,-0.0,-0.0
FACOAL160t2pp,-0.0,0.0
FACOAL161t2pp,0.0,0.0
FACOAL180t2pp,-0.0,-0.0
FACOAL181t2pp,-0.0,-0.0
FACOAL60t2pp,0.0,0.0
FACOAL80t2pp,0.0,-0.0
FADRx,0.0,0.3402481143697416
FADRx2,0.0,0.0
FALDH2,-0.0,-0.0
FALDtex,-0.0,-0.0
FALDtpp,-0.0,-0.0
FALGTHLs,-0.0,-0.0
FBA,-0.0,0.9472764526238453
FBA3,1.8064304553680266,0.14900731780657162
FBP,0.0,0.0
FCI,-0.0,-0.0
FCLK,0.0,0.0
FCLPA,-0.0,-0.0
FCLT,3.4711412738932814e-05,3.471141251593281e-05
FDH4pp,1.0636722964938896,-0.0
FDH5pp,0.0,0.0
FDMO,0.0,-0.0
FDMO2,0.0,-0.0
FDMO3,0.0,-0.0
FDMO4,0.0,-0.0
FDMO6,0.0,-0.0
FE2abcpp,0.0,0.0
FE2t2pp,0.0,0.0
FE2t3pp,0.0,0.0
FE2tex,0.0025,0.0024999999839389994
FE2tpp,0.0025,0.0024999999839389994
FE3DCITabcpp,-0.0,-0.0
FE3DCITtonex,-0.0,-0.0
FE3DHBZR,-0.0,-0.0
FE3DHBZSabcpp,-0.0,0.0
FE3DHBZStonex,-0.0,-0.0
FE3HOXR1,0.0,0.0
FE3HOXR2,-0.0,0.0
FE3HOXR3,0.0,0.0
FE3HOXUtex,-0.0,-0.0
FE3HOXUtpp,0.0,0.0
FE3HOXabcpp,-0.0,-0.0
FE3HOXexs,-0.0,-0.0
FE3HOXtonex,-0.0,-0.0
FE3Ri,0.0,0.0
FE3abcpp,-0.0,-0.0
FE3tex,-0.0,-0.0
FECRMR1,0.0,0.0
FECRMR2,0.0,0.0
FECRMR3,-0.0,0.0
FECRMUtex,-0.0,-0.0
FECRMUtpp,0.0,0.0
FECRMabcpp,-0.0,-0.0
FECRMexs,-0.0,-0.0
FECRMtonex,-0.0,-0.0
FEENTERR1,0.0,0.0
FEENTERR2,-0.0,-0.0
FEENTERR3,-0.0,0.0
FEENTERabcpp,-0.0,-0.0
FEENTERexs,-0.0,-0.0
FEENTERtex,-0.0,-0.0
FEENTERtonex,-0.0,-0.0
FEENTERtpp,0.0,0.0
FEOXAMR1,0.0,0.0
FEOXAMR2,-0.0,0.0
FEOXAMR3,0.0,0.0
FEOXAMUtex,-0.0,-0.0
FEOXAMUtpp,0.0,0.0
FEOXAMabcpp,-0.0,-0.0
FEOXAMexs,-0.0,-0.0
FEOXAMtonex,-0.0,-0.0
FEROpp,0.0,0.0
FESD1s,0.0006076832077703753,0.0006076832038663753
FESD2s,-0.0,-0.0
FESR,0.0012153664155407505,0.0012153664077327506
FFSD,-0.0,-0.0
FHL,0.0,0.0
FLDR2,0.0,0.0
FLVR,0.0,0.0
FLVRx,0.0,0.0
FMETTRS,0.0,0.0
FMNAT,3.47114127389192e-05,3.4711412515930906e-05
FMNRx,-0.0,0.0
FMNRx2,0.0,0.0
FOMETRi,-0.0,-0.0
FORCT,-0.0,-0.0
FORt2pp,0.0,0.0
FORtex,-0.0,-0.0
FORtppi,1.0636722964938896,0.0
FRD2,0.0,0.0
FRD3,-0.0,0.0
FRUK,0.0,0.0
FRULYSDG,-0.0,-0.0
FRULYSE,-0.0,-0.0
FRULYSK,0.0,-0.0
FRULYSt2pp,0.0,-0.0
FRULYStex,-0.0,-0.0
FRUURt2rpp,-0.0,-0.0
FRUURtex,-0.0,-0.0
FRUpts2pp,0.0,-0.0
FRUptspp,-0.0,-0.0
FRUtex,-0.0,-0.0
FTHFD,1.0632904709537614,0.0
FTHFLi,0.0,0.0
FUCtex,-0.0,-0.0
FUCtpp,-0.0,-0.0
FUM,0.8160616259065585,0.9798916237404243
FUMt2_2pp,0.0,-0.0
FUMt2_3pp,0.0,0.0
FUMtex,-0.0,-0.0
FUSAtex,-0.0,-0.0
FUSAtpp,0.0,0.0
G1PACT,0.014707676981508,0.014707676887019999
G1PPpp,0.0,-0.0
G1PTT,-0.0,-0.0
G1Ptex,-0.0,-0.0
G1SAT,0.000555382603822925,0.000555382600254925
G2PP,-0.0,-0.0
G2PPpp,0.0,-0.0
G3PAT120,0.0,0.0
G3PAT140,0.0,0.0
G3PAT141,0.0,0.0
G3PAT160,0.0,0.009933067615658011
G3PAT161,0.0,0.011707552381046505
G3PAT180,0.0,0.0
G3PAT181,0.0,0.0
G3PCabcpp,0.0,0.0
G3PCtex,-0.0,-0.0
G3PD2,-5.641952743663471,-0.021640619996704517
G3PD5,0.0,0.0
G3PD6,5.6203121235277385,0.0
G3PD7,0.0,0.0
G3PEabcpp,0.0,0.0
G3PEtex,-0.0,-0.0
G3PGabcpp,0.0,0.0
G3PGtex,-0.0,-0.0
G3PIabcpp,0.0,0.0
G3PItex,-0.0,-0.0
G3PSabcpp,0.0,0.0
G3PStex,-0.0,-0.0
G3PT,0.0,0.0
G5SADs,0.0344086607309632,0.0344086605099082
G5SD,0.0,0.0344086605099082
G6PDA,0.0,0.0
G6PDH2r,-0.0,0.5391748387002986
G6PP,0.0,0.0
G6Pt6_2pp,0.0,-0.0
G6Ptex,-0.0,-0.0
GAL1PPpp,0.0,-0.0
GAL1Ptex,-0.0,-0.0
GALBDtex,-0.0,-0.0
GALCTD,0.0,0.0
GALCTLO,0.0,0.0
GALCTND,-0.0,-0.0
GALCTNLt2pp,-0.0,-0.0
GALCTNLtex,-0.0,-0.0
GALCTNt2pp,-0.0,-0.0
GALCTNtex,-0.0,-0.0
GALCTt2rpp,-0.0,-0.0
GALCTtex,-0.0,-0.0
GALKr,-0.0,-0.0
GALM2pp,0.0,0.0
GALS3,0.0,-0.0
GALT1,-0.0,-0.0
GALTptspp,0.0,-0.0
GALTtex,-0.0,-0.0
GALURt2rpp,-0.0,-0.0
GALURtex,-0.0,-0.0
GALUi,-0.0,-0.0
GALabcpp,0.0,0.0
GALt2pp,0.0,-0.0
GALtex,-0.0,-0.0
GAM6Pt6_2pp,0.0,-0.0
GAMAN6Ptex,-0.0,-0.0
GAMptspp,0.0,-0.0
GAMtex,-0.0,-0.0
GAPD,3.5091963921298093,2.884628941059697
GARFT,0.06977118485802046,0.06938935887181667
GART,0.0,0.00038182553767525385
GBBTNtex,-0.0,-0.0
GCALDD,0.00010413423821679924,0.00010413423754780052
GDMANE,-0.0,-0.0
GDPDPK,0.0,0.0
GDPMNH,-0.0,-0.0
GDPMNP,0.0,0.0
GDPTPDP,0.0,-0.0
GDPtex,-0.0,-0.0
GF6PTA,0.014707676981508,0.014707676887019999
GGGABADr,-0.0,-0.0
GGGABAH,0.0,0.0
GGPTRCO,-0.0,-0.0
GGPTRCS,-0.0,-0.0
GHBDHx,-0.0,-0.0
GHMT2r,1.2458037017618888,0.17363185555595967
GK1,0.037935994022745945,0.03793599377907212
GLBRAN2,0.0,0.0
GLCATr,-0.0,-0.0
GLCDpp,8.05806822673958,0.0
GLCNt2rpp,8.05806822673958,-0.0
GLCNtex,-0.0,-0.0
GLCP,0.0,-0.0
GLCP2,-0.0,-0.0
GLCRAL,0.0,-0.0
GLCRD,0.0,0.0
GLCRt2rpp,-0.0,-0.0
GLCRtex,-0.0,-0.0
GLCS1,-0.0,-0.0
GLCTR1,-0.0,-0.0
GLCTR2,-0.0,-0.0
GLCTR3,-0.0,-0.0
GLCUR1Ptex,-0.0,-0.0
GLCURt2rpp,-0.0,-0.0
GLCURtex,-0.0,-0.0
GLCabcpp,0.0,0.0
GLCptspp,0.0,1.7195105196383353
GLCt2pp,1.9419317732604195,0.0
GLCtex_copy1,10.0,1.7195105196383353
GLCtex_copy2,0.0,0.0
GLDBRAN2,-0.0,0.0
GLGC,0.0,0.0
GLNS,0.28183410123956515,0.28183409942841126
GLNTRS,0.0,0.0
GLNabcpp,0.0,-0.0
GLNtex,-0.0,-0.0
GLTPD,-0.0,-0.0
GLU5K,-0.0,0.0344086605099082
GLUABUTt7pp,-0.0,-0.0
GLUCYS,-0.0,-0.0
GLUDC,-0.0,0.0
GLUDy,-2.936641960505718,-1.3311293576147827
GLUN,0.0,0.0
GLUNpp,0.0,0.0
GLUPRT,0.06977118485802046,0.06977118440949193
GLUR,-0.004325384471701637,-0.004325384443913637
GLUSy,0.0,0.0
GLUTRR,0.000555382603822925,0.000555382600254925
GLUTRS,0.000555382603822925,0.000555382600254925
GLUabcpp,0.0,0.0
GLUt2rpp,-0.0,-0.0
GLUt4pp,0.0,-0.0
GLUtex,-0.0,-0.0
GLXCL,0.0,0.0
GLYALDtex,-0.0,-0.0
GLYALDtpp,-0.0,-0.0
GLYAT,1.0806713936861359,-0.0
GLYBabcpp,0.0,0.0
GLYBt2pp,0.0,0.0
GLYBtex,-0.0,-0.0
GLYC2Pabcpp,0.0,0.0
GLYC2Ptex,-0.0,-0.0
GLYC3Pabcpp,0.0,0.0
GLYC3Pt6pp,0.0,-0.0
GLYC3Ptex,-0.0,-0.0
GLYCAt2rpp,-0.0,-0.0
GLYCAtex,-0.0,-0.0
GLYCDx,-0.0,0.0
GLYCK,-0.0,0.0
GLYCK2,0.0,0.0
GLYCL,0.0,0.008499548541373358
GLYCLTDx,0.0,0.0
GLYCLTDy,0.0,0.0
GLYCLTt2rpp,-0.0,-0.000810192386302378
GLYCLTt4pp,-0.0,0.000810192386302378
GLYCLTtex,-0.0,-0.0
GLYCTO2,0.0,0.00010413423754780052
GLYCTO3,0.00010413423821679924,-0.0
GLYCTO4,0.0,-0.0
GLYCtex,-0.0,-0.0
GLYCtpp,-0.0,-0.0
GLYK,0.0,-0.0
GLYOX,0.0,0.0
GLYOX3,1.0806713936861359,-0.0
GLYTRS,0.0,0.0
GLYt2pp_copy1,0.0,0.0
GLYt2pp_copy2,-0.0,-0.0
GLYt4pp,0.0,-0.0
GLYtex,-0.0,-0.0
GMAND,0.0,0.0
GMHEPAT,-0.0,-0.0
GMHEPK,0.0,0.0
GMHEPPA,-0.0,-0.0
GMPR,0.0,0.0
GMPS2,0.037935994022745945,0.03793599377907212
GMPtex,-0.0,-0.0
GND,0.0,0.5391748387002986
GNK,-0.0,-0.0
GOFUCR,0.0,0.0
GP4GH,0.0,-0.0
GPDDA1,-0.0,-0.0
GPDDA1pp,0.0,-0.0
GPDDA2,-0.0,-0.0
GPDDA2pp,-0.0,-0.0
GPDDA3,-0.0,-0.0
GPDDA3pp,0.0,-0.0
GPDDA4,-0.0,-0.0
GPDDA4pp,-0.0,-0.0
GPDDA5,-0.0,-0.0
GPDDA5pp,0.0,-0.0
GRTT,4.327252350414082e-05,4.327252322614012e-05
GRXR,-0.0,-0.0
GSNK,-0.0,-0.0
GSNt2pp,0.0,-0.0
GSNtex,-0.0,-0.0
GSPMDA,-0.0,-0.0
GSPMDS,0.0,0.0
GTHOXtex,-0.0,-0.0
GTHOr,-0.0,-0.0
GTHPi,0.0,0.0
GTHRDHpp,0.0,-0.0
GTHRDabc2pp,0.0,0.0
GTHRDabcpp,0.0,0.0
GTHRDtex,-0.0,-0.0
GTHS,0.0,0.0
GTPCI,0.00010413423821679924,0.00010413423754780052
GTPCII2,6.942282547785201e-05,6.942282503186371e-05
GTPDPDP,0.0,0.0
GTPDPK,-0.0,0.0
GTPHs,0.0,0.0
GTPtex,-0.0,-0.0
GUACYC,-0.0,-0.0
GUAD,0.0,0.0
GUAPRT,0.0,0.0
GUAt2pp,0.0,0.0
GUAtex,-0.0,-0.0
GUAtpp,-0.0,-0.0
GUI1,-0.0,-0.0
GUI2,-0.0,-0.0
GUR1PPpp,0.0,-0.0
H2O2tex,-0.0,-0.0
H2Otex,-9.372993105162907,-7.857102047773624
H2Otpp,-17.431061331902487,-7.857102047773624
H2SO,0.0,0.0
H2St1pp,-0.0,-0.0
H2Stex,-0.0,-0.0
H2tex,-0.0,-0.0
H2tpp,-0.0,-0.0
HACD1,0.05539505634767448,0.055395055991794485
HACD2,0.05539505634767448,0.055395055991794485
HACD3,0.05539505634767448,0.055395055991794485
HACD4,0.05539505634767448,0.055395055991794485
HACD5,0.05539505634767448,0.055395055991794485
HACD6,0.04328124027146503,0.043281239993409035
HACD7,0.04328124027146503,0.043281239993409035
HACD8,-0.0,-0.0
HADPCOADH3,-0.0,-0.0
HBZOPT,3.4711412738932814e-05,3.471141251593281e-05
HCINNMt2rpp,-0.0,-0.0
HCINNMtex,-0.0,-0.0
HCO3E,0.08185122346084718,0.08185122293471164
HCYSMT,0.0,0.0
HCYSMT2,-0.0,-0.0
HDCAtexi,0.0,-0.0
HDCEAtexi,0.0,-0.0
HEMEOS,-0.0,-0.0
HEPK1,-0.0,-0.0
HEPK2,-0.0,-0.0
HEPT1,-0.0,-0.0
HEPT2,-0.0,-0.0
HEPT3,-0.0,-0.0
HEPT4,-0.0,-0.0
HETZK,0.0,-0.0
HEX1,0.0,0.0
HEX4,-0.0,-0.0
HEX7,1.9419317732604195,-0.0
HEXt2rpp,-0.0,-0.0
HG2abcpp,-0.0,-0.0
HG2t3pp,0.0,-0.0
HG2tex,-0.0,-0.0
HISTD,0.014746591121349852,0.014746591026611851
HISTP,0.014746591121349852,0.014746591026611851
HISTRS,0.0,0.0
HISabcpp,0.0,0.0
HISt2rpp,-0.0,-0.0
HIStex,-0.0,-0.0
HKNDDH,0.0,-0.0
HKNTDH,-0.0,-0.0
HMBS,6.942282547786563e-05,6.942282503186562e-05
