rxn,v_plain,v_canon
PYDXNtpp,0.0,-0.0
PYDXPP,-0.0,-0.0
PYDXtex,-0.0,-0.0
PYDXtpp,0.0,-0.0
PYK,2.040550090280753,0.0
PYNP2r,-0.0,-0.0
PYROX,-0.0,-0.0
PYRt2rpp,-0.0,-0.0
PYRtex,-0.0,-0.0
QMO2,0.0,0.0
QMO3,0.0,0.0
QUIN2tex,-0.0,-0.0
QUIN2tpp,-0.0,-0.0
QUINDH,-0.0,-0.0
QULNS,0.0003545856422390026,0.00035458563996104697
R15BPK,999.9998952431356,-0.0
R1PK,999.9998952431356,0.0
R5PP,0.0,0.0
R5PPpp,-0.0,-0.0
R5Ptex,-0.0,-0.0
RBFK,3.47114127389192e-05,3.4711412515930906e-05
RBFSa,0.00013884565095570402,0.00013884565006372742
RBFSb,6.942282547785201e-05,6.942282503186371e-05
RBK,-0.0,0.0
RBK_L1,0.0,-0.0
RBP4E,-0.0,-0.0
REPHACCOAI,-0.0,-0.0
RFAMPtex,-0.0,-0.0
RFAMPtpp,0.0,0.0
RHAT1,-0.0,-0.0
RHCCE,6.973413859660046e-05,6.973413814860045e-05
RIBabcpp,0.0,-0.0
RIBtex,-0.0,-0.0
RMI,-0.0,-0.0
RMK,0.0,0.0
RMNtex,-0.0,-0.0
RMNtpp,-0.0,-0.0
RMPA,-0.0,-0.0
RNDR1,0.0,0.0
RNDR1b,0.0,0.0
RNDR2,0.0,0.0
RNDR2b,0.0,0.0
RNDR3,0.0,0.0
RNDR3b,0.0,0.0
RNDR4,0.0,0.0
RNDR4b,0.0,0.0
RNTR1c2,0.004072909532407695,0.004072909506241695
RNTR2c2,0.004205373264429362,0.0042053732374123624
RNTR3c2,0.004205373264429362,0.0042053732374123624
RNTR4c2,0.004072909532407695,0.004072909506241694
RPE,-0.12079364091088426,0.23865625233219773
RPI,-0.11459788722174835,-0.29432283271884446
RZ5PP,-0.0,-0.0
S2FE2SR,3.113131187348234e-07,0.0
S2FE2SS,4.4517775979079855e-05,-0.0
S2FE2SS2,4.047070543552714e-05,-0.0
S2FE2ST,4.358383662287528e-06,0.0
S4FE4SR,4.047070543552715e-05,-0.0
S4FE4ST,4.047070543552715e-05,-0.0
S7PI,-0.0,-0.0
SADH,-0.0,-0.0
SADT2,0.03858290268351895,0.03858290243564707
SARCOX,0.0,-0.0
SBTPD,-0.0,-0.0
SBTptspp,0.0,-0.0
SBTtex,-0.0,-0.0
SCYSDS,0.00017028827594794873,0.0
SDPDS,0.05774064504078201,0.05774064466983301
SDPTA,-0.05774064504078201,-0.05774064466983301
SELCYSS,0.0,0.0
SELGTHR,-0.0,-0.0
SELGTHR2,0.0,0.0
SELGTHR3,-0.0,-0.0
SELNPS,0.0,0.0
SELR,-0.0,-0.0
SELtex,-0.0,-0.0
SELtpp,-0.0,-0.0
SEPHCHCS,-0.0,-0.0
SERASr,-0.0,-0.0
SERAT,0.03858290268351895,0.03858290243564707
SERD_D,0.0,0.0
SERD_L,0.0,0.0
SERTRS,0.0,0.0
SERTRS2,0.0,0.0
SERt2rpp,-0.0,-0.0
SERt4pp,0.0,-0.0
SERtex,-0.0,-0.0
SFGTHi,0.0,0.0
SGDS,-0.0,-0.0
SGSAD,0.0,0.0
SHCHCS3,-0.0,-0.0
SHCHD2,3.4711412738932814e-05,3.471141251593281e-05
SHCHF,3.4711412738932814e-05,3.471141251593281e-05
SHK3Dr,0.0593236722495486,0.05932367186842958
SHKK,0.0593236722495486,0.05932367186842958
SHSL1,0.023957256708797704,0.023957256554886702
SKMt2pp,0.0,-0.0
SKMtex,-0.0,-0.0
SLNTtex,-0.0,-0.0
SLNTtpp,0.0,-0.0
SO2tex,-0.0,-0.0
SO2tpp,-0.0,-0.0
SO3tex,-0.0,-0.0
SO4t2pp,0.03925814083805478,0.039258140585844904
SO4tex,0.03925814083805478,0.039258140585844904
SOTA,-0.0,-0.0
SPMDAT1,0.0,0.0
SPMDAT2,0.0,0.0
SPMDabcpp,0.0,0.0
SPMDt3pp,0.0,0.0
SPMDtex,-0.0,-0.0
SPMS,-0.0,-0.0
SPODM,0.0,0.0
SPODMpp,0.0,-0.0
SSALx,0.0,0.0
SSALy,-0.0,-0.0
SUCASPtpp,0.0,0.0
SUCBZL,-0.0,-0.0
SUCBZS,-0.0,-0.0
SUCCt2_2pp,0.0,-0.0
SUCCt2_3pp,0.0,0.0
SUCCt3pp,-0.0,0.0
SUCCtex,-0.0,-0.0
SUCDi,0.4606434842163764,0.8176702500238668
SUCFUMtpp,0.0,0.0
SUCMALtpp,0.0,0.0
SUCOAS,0.08169790174957972,-0.7358682145615993
SUCRtex,-0.0,-0.0
SUCTARTtpp,0.0,-0.0
SUCptspp,0.0,-0.0
SULFACabcpp,-0.0,-0.0
SULFACtex,-0.0,-0.0
SULR,0.03858290268351895,0.03858290243564707
SULabcpp,0.0,0.0
T2DECAI,-0.0,-0.0
TAGURr,-0.0,-0.0
TALA,-1.8371480839923244,-0.0
TARTD,0.0,-0.0
TARTRDtex,-0.0,-0.0
TARTRt7pp,-0.0,-0.0
TARTRtex,-0.0,-0.0
TARTt2_3pp,0.0,0.0
TAUDO,-0.0,-0.0
TAURabcpp,-0.0,-0.0
TAURtex,-0.0,-0.0
TCYNTtex,-0.0,-0.0
TDP,0.0,0.0
TDPADGAT,-0.0,-0.0
TDPAGTA,-0.0,-0.0
TDPDRE,-0.0,-0.0
TDPDRR,-0.0,-0.0
TDPGDH,-0.0,-0.0
TDSK,0.0030284540190523624,0.0030284539995963622
TDSR1,0.0,-0.0
TDSR2,0.0,0.0
TGBPA,-0.0,-0.0
THD2pp,0.0,0.0
THDPS,0.05774064504078201,0.05774064466983301
THFAT,0.0,0.0
THIORDXi,0.0,0.0
THMDt2pp_copy1,1000.0,0.0
THMDt2pp_copy2,-1000.0,-0.0
THMDtex,-0.0,-0.0
THMabcpp,0.0,-0.0
THMtex,-0.0,-0.0
THRA2,0.0,0.0
THRA,0.0,0.0
THRD,0.0,0.0
THRD_L,0.04522274453645475,0.045222744245925754
THRPtex,-0.0,-0.0
THRS,0.08471079011269533,0.08471078956847933
THRTRS,0.0,0.0
THRabcpp,0.0,0.0
THRt2pp,0.0,0.0
THRt2rpp,-0.0,-0.0
THRt4pp,0.0,-0.0
THRtex,-0.0,-0.0
THYMt3pp,0.0,0.0
THYMtex,-0.0,-0.0
THZPSN3,3.4711412738932814e-05,3.471141251593281e-05
TKT1,-0.030717628624297832,0.14900731780657162
TKT2,-0.09007601228658643,0.0896489345256261
TMAOR1,-0.0,-0.0
TMAOR1pp,0.0,0.0
TMAOR2,0.0,0.0
TMAOR2pp,0.0,0.0
TMAOtex,-0.0,-0.0
TMAtex,-0.0,-0.0
TMDK1,-0.0,-0.0
TMDPP,-0.0,-0.0
TMDS,0.004072909532407695,0.004072909506241695
TMK,-0.0,-0.0
TMPK,3.4711412738932814e-05,3.471141251593281e-05
TMPPP,3.4711412738932814e-05,3.471141251593281e-05
TPI,1.784435249590055,1.3822890507465488
TPRDCOAS,0.0,0.0
TRDR,0.03858290268351895,0.03858290243564707
TRE6PH,0.0,0.0
TRE6PP,0.0,0.0
TRE6PS,-0.0,-0.0
TREH,-0.0,-0.0
TREHpp,0.0,0.0
TREptspp,0.0,-0.0
TREtex,-0.0,-0.0
TRPAS2,-0.008847985804121784,-0.008847985747278783
TRPS1,0.0,0.0
TRPS2,0.0,0.0
TRPS3,0.008847985804121784,0.008847985747278783
TRPTRS,0.0,0.0
TRPt2rpp,-0.0,-0.0
TRPtex,-0.0,-0.0
TRSARr,-0.0,-0.0
TSULabcpp,0.0,-0.0
TSULtex,-0.0,-0.0
TTDCAtexi,0.0,-0.0
TTDCEAtexi,0.0,-0.0
TTRCYCtex,-0.0,-0.0
TTRCYCtpp,0.0,0.0
TUNGSabcpp,0.0,0.0
TUNGStex,-0.0,-0.0
TYMtex,-0.0,-0.0
TYRL,3.4711412738932814e-05,3.471141251593281e-05
TYROXDApp,-0.0,-0.0
TYRPpp,0.0,-0.0
TYRPtex,-0.0,-0.0
TYRTA,-0.02149912832326754,-0.021499128185148538
TYRTRS,0.0,0.0
TYRt2rpp,-0.0,-0.0
TYRtex,-0.0,-0.0
ThDPAT,0.0,0.0
U23GAAT,0.006056908038104725,0.006056907999192725
UAAGDS,0.004325384471701637,0.004325384443913637
UACGALPpp,-0.0,-0.0
UACGAMPpp,-0.0,-0.0
UACGAMtex,-0.0,-0.0
UACMAMO,0.0,0.0
UAG2E,-0.0,-0.0
UAGAAT,0.006056908038104725,0.006056907999192725
UAGCVT,0.004325384471701637,0.004325384443913637
UAGDP,0.014707676981508,0.014707676887019999
UAGPT3,0.004325384471701637,0.004325384443913637
UAMAGS,0.004325384471701637,0.004325384443913637
UAMAS,0.004325384471701637,0.004325384443913637
UAPGR,0.004325384471701637,0.004325384443913637
UDCPDP,0.004325384471701637,0.004325384443913637
UDCPDPS,8.56111076520801e-06,8.561110710207306e-06
UDCPDPpp,-0.0,-0.0
UDCPPtppi,-0.0,-0.0
UDPACGALtex,-0.0,-0.0
UDPG4E,-0.0,-0.0
UDPGALM,0.0,0.0
UDPGALPpp,-0.0,-0.0
UDPGALtex,-0.0,-0.0
UDPGD,-0.0,-0.0
UDPGDC,-0.0,-0.0
UDPGLCURtex,-0.0,-0.0
UDPGPpp,-0.0,-0.0
UDPGtex,-0.0,-0.0
UDPKAAT,-0.0,-0.0
UGLCURPpp,-0.0,-0.0
UGLT,-0.0,-0.0
UGLYCH,0.0,-0.0
UGMDDS,0.004325384471701637,0.004325384443913637
UHGADA,0.006056908038104725,0.006056907999192725
ULA4NFT,-0.0,-0.0
ULA4Ntppi,-0.0,-0.0
UM3PL,-0.0,-0.0
UM4PCP,-0.0,-0.0
UM4PL,0.0,-0.0
UMPK,0.05884425004669696,0.058844249668657964
UMPtex,-0.0,-0.0
UPLA4FNF,-0.0,-0.0
UPLA4FNT,0.0,0.0
UPP3MT,3.4711412738932814e-05,3.471141251593281e-05
UPP3S,6.942282547786563e-05,6.942282503186562e-05
UPPDC1,3.4711412738932814e-05,3.471141251593281e-05
UPPRT,0.0,0.0
URACPAH,-0.0,-0.0
URAt2pp_copy1,0.0,0.0
URAt2pp_copy2,-0.0,-0.0
URAtex,-0.0,-0.0
URDGLYCD,-0.0,0.0
UREAtex,-0.0,-0.0
UREAtpp,-0.0,-0.0
URIC,-0.0,-0.0
URIH,0.0,0.0
URIK2,0.0,-0.0
URIt2pp_copy1,1000.0,0.0
URIt2pp_copy2,-1000.0,-0.0
URItex,-0.0,-0.0
USHD,0.0030284540190523624,0.0030284539995963622
VALTA,-1000.0,-0.06586794055187067
VALTRS,0.0,0.0
VALabcpp,0.0,0.0
VALt2rpp,-0.0,-0.0
VALtex,-0.0,-0.0
VPAMTr,-999.9341320590249,-0.0
WCOS,0.0,0.0
X5PL3E,0.0,-0.0
XAND,0.0,0.0
XANt2pp,0.0,0.0
XANtex,-0.0,-0.0
XANtpp,-0.0,-0.0
XMPtex,-0.0,-0.0
XPPT,0.0,-0.0
XTSNH,0.0,-0.0
XTSNt2rpp,-0.0,-0.0
XTSNtex,-0.0,-0.0
XYLI1,-0.0,-0.0
XYLI2,1.9419317732604195,-0.0
XYLK,0.0,-0.0
XYLK2,0.0,-0.0
XYLUt2pp,0.0,0.0
XYLUtex,-0.0,-0.0
XYLabcpp,0.0,0.0
XYLt2pp,0.0,0.0
XYLtex,-0.0,-0.0
ZN2abcpp,0.0,0.0
ZN2t3pp,0.0,0.0
ZN2tpp,0.0,5.3078886403287395e-05
ZNabcpp,5.3078886744287396e-05,0.0
Zn2tex,5.3078886744287396e-05,5.3078886403287395e-05
